b1,b2,b3,t
-1.14373420004784,-0.608599665859357,-0.0864951748934431,0.14070351758794
-0.914678660403858,-0.630846919323195,-0.0734267968022225,0.14572864321608
-0.685829657825929,-0.650976701587596,-0.0614411127268239,0.150753768844221
-0.457961440627401,-0.668863324746121,-0.0505678211949375,0.155778894472362
-0.23183367988783,-0.684391098677953,-0.0408285985734588,0.160804020100503
-0.00818898277589567,-0.697454888039539,-0.0322371819398036,0.165829145728643
0.212249493210502,-0.707960616426984,-0.0247994915230398,0.170854271356784
0.428780317942109,-0.715825715750576,-0.0185137912893636,0.175879396984925
0.640725951677758,-0.720979519138882,-0.01337088609061,0.180904522613065
0.847434787333078,-0.723363595970213,-0.00935435364927406,0.185929648241206
1.04828306648285,-0.722932027912489,-0.00644080951942998,0.190954773869347
1.24267666414905,-0.719651625137401,-0.00460020304031055,0.195979899497487
1.43005273800238,-0.713502082159842,-0.00379614218852951,0.201005025125628
1.6098812381865,-0.704476073037603,-0.00398624513624614,0.206030150753769
1.78166627455974,-0.692579285948125,-0.00512251623620189,0.21105527638191
1.94494733873546,-0.677830397437201,-0.00715174408064571,0.21608040201005
2.09930037888772,-0.660260986907993,-0.0100159192198248,0.221105527638191
2.24433872587145,-0.639915392186134,-0.0136526690769487,0.226130653266332
2.37971386978367,-0.616850507257179,-0.0179957075603398,0.231155778894472
2.50511608666163,-0.591135523524851,-0.0229752968497637,0.236180904522613
2.6202749155747,-0.56285161618175,-0.0285187188225625,0.241206030150754
2.72495948691542,-0.532091577517134,-0.0345507535859863,0.246231155778894
2.81897870323149,-0.498959399208413,-0.0409941625948032,0.251256281407035
2.90218127446119,-0.463569805853088,-0.0477701738575842,0.256281407035176
2.97445560993921,-0.426047742195408,-0.0547989667706201,0.261306532663317
3.03572957002615,-0.386527816686098,-0.0620001541649296,0.266331658291457
3.08597008068132,-0.345153704183726,-0.0692932592087466,0.271356783919598
3.12518261474416,-0.302077510761873,-0.0765981848748424,0.276381909547739
3.15341054411271,-0.257459103726831,-0.0838356737584926,0.281407035175879
3.17073436740728,-0.211465410075663,-0.0909277561173318,0.28643216080402
3.17727081808279,-0.164269686733803,-0.0977981840981924,0.291457286432161
3.17317185830289,-0.11605076600453,-0.104372850217668,0.296482412060302
3.15862356421275,-0.0669922797396827,-0.110580188272025,0.301507537688442
3.13384490854369,-0.0172818658014816,-0.116351554967509,0.306532663316583
3.09908644675206,0.0328896395705123,-0.12162159068346,0.311557788944724
3.05462891313564,0.0833290198455744,-0.126328557907226,0.316582914572864
3.00078173358363,0.133841503088035,-0.130414656011085,0.321608040201005
2.9378814618,0.18423158999516,-0.13382631117641,0.326633165829146
2.86629014599561,0.23430388145903,-0.136514440408609,0.331658291457286
2.78639363317058,0.283863902061074,-0.138434688727132,0.336683417085427
2.69859981820657,0.332718915959369,-0.139547638757444,0.341708542713568
2.60333684505757,0.380678731695304,-0.139818992095601,0.346733668341709
2.50105126736928,0.42755649252687,-0.139219721960262,0.351758793969849
2.39220617587003,0.473169448990377,-0.137726196790967,0.35678391959799
2.27727929986275,0.517339710500148,-0.13532027459466,0.361809045226131
2.15676109010623,0.559894972916099,-0.131989367984086,0.366834170854271
2.03115279030756,0.600669219141272,-0.127726479991241,0.371859296482412
1.90096450435545,0.639503389954866,-0.122530210875894,0.376884422110553
1.76671326630762,0.676246022440052,-0.116404736282779,0.381909547738693
1.62892112000538,0.710753853529302,-0.109359757230803,0.386934673366834
1.48811321502619,0.742892386362171,-0.101410422543001,0.391959798994975
1.34481592550034,0.772536417330597,-0.0925772244465725,0.396984924623116
1.19955499811408,0.799570521874006,-0.0828858681875694,0.402010050251256
1.05285373539703,0.823889497279831,-0.0723671166143887,0.407035175879397
0.905231220150466,0.845398760943777,-0.0610566107876286,0.412060301507538
0.757200586614049,0.86401470274706,-0.0489946677708174,0.417085427135678
0.609267343694606,0.879664990414328,-0.0362260568466803,0.422110552763819
0.461927755292238,0.892288826924864,-0.0227997554866234,0.42713567839196
0.315667282457764,0.901837159260236,-0.00876868647682861,0.4321608040201
0.170959091802913,0.908272837982676,0.00581056232753212,0.437185929648241
0.0282626342618077,0.911570727349543,0.0208780340880819,0.442211055276382
-0.111977702029097,0.91171776587897,0.0363707133246356,0.447236180904523
-0.249333861304441,0.90871297748978,0.0522228488833385,0.452261306532663
-0.383395309113125,0.902567433543678,0.068366287866208,0.457286432160804
-0.513770137897166,0.893304166319182,0.0847308188284199,0.462311557788945
-0.640086086824343,0.8809580346436,0.101244522529364,0.467336683417085
-0.761991473847361,0.865575542601068,0.117834128511295,0.472361809045226
-0.879156038316738,0.847214612420334,0.134425375775109,0.477386934673367
-0.991271692828779,0.825944312825,0.150943375826386,0.482412060301508
-1.09805318334165,0.801844544300634,0.167312976376086,0.487437185929648
-1.19923865694113,0.77500568289685,0.183459123999182,0.492462311557789
-1.29459013698142,0.745528184337669,0.199307224080617,0.49748743718593
-1.38389390566454,0.713522150359546,0.214783496411279,0.50251256281407
-1.46696079445314,0.679106859332942,0.229815324836771,0.507537688442211
-1.54362638303477,0.642410263349867,0.244331599408429,0.512562814070352
-1.61375110787011,0.603568454075857,0.258263049538948,0.517587939698492
-1.67722028166206,0.562725099770136,0.271542566723803,0.522613065326633
-1.733944025376,0.520030855971999,0.284105515454028,0.527638190954774
-1.78385711472359,0.475642752434316,0.295890031015542,0.532663316582915
-1.82691874329171,0.429723558956491,0.306837302944558,0.537688442211055
-1.86311220475432,0.382441132828902,0.316891842987462,0.542713567839196
-1.89244449684712,0.333967750648833,0.326001736496328,0.547738693467337
-1.91494585001285,0.284479427304048,0.334118876277619,0.552763819095477
-1.93066918383741,0.23415522494449,0.341199178001153,0.557788944723618
-1.93968949459454,0.183176554775141,0.347202776368613,0.562814070351759
-1.94210317739766,0.131726474504006,0.352094201335404,0.5678391959799
-1.93802728662278,0.0799889842685031,0.355842533775926,0.57286432160804
-1.92759873841472,0.0281483238416505,0.358421540080023,0.577889447236181
-1.91097345922054,-0.0236117261136821,0.359809785266976,0.582914572864322
-1.88832548440929,-0.0751085360180683,0.359990724302467,0.587939698492462
-1.85984601113458,-0.126161309906352,0.358952771403111,0.592964824120603
-1.82574240967813,-0.1765917559106,0.356689347211884,0.597989949748744
-1.78623719757585,-0.226224742164078,0.353198903825746,0.603015075376884
-1.74156698087594,-0.274888935678806,0.348484927753507,0.608040201005025
-1.69198136690854,-0.322417421841846,0.342555920977106,0.613065326633166
-1.63774185296143,-0.368648302276373,0.335425360382667,0.618090452261307
-1.57912069525383,-0.413425268922469,0.327111635918402,0.623115577889447
-1.51639976258315,-0.456598152308694,0.317637967924585,0.628140703517588
-1.4498693789866,-0.498023442108522,0.307032304165764,0.633165829145729
-1.37982715971135,-0.537564778204812,0.295327197177044,0.638190954773869
-1.30657684472493,-0.575093410620276,0.282559662614232,0.64321608040201
-1.23042713392104,-0.610488626811662,0.268771019371645,0.648241206030151
-1.15169052808632,-0.643638144969447,0.25400671230117,0.653266331658292
-1.07068217959129,-0.674438472112675,0.238316118431536,0.658291457286432
-0.987718756653829,-0.702795225919527,0.221752337647428,0.663316582914573
-0.903117324897888,-0.728623419387533,0.204371968843929,0.668341708542714
-0.817194249792932,-0.751847707572541,0.186234872622601,0.673366834170854
-0.730264123412982,-0.772402595811879,0.167403921641143,0.678391959798995
-0.642638718797819,-0.790232608993962,0.147944739769007,0.683417085427136
-0.554625975034135,-0.80529242159338,0.127925431236291,0.688442211055276
-0.466529016001997,-0.817546948346445,0.107416300992845,0.693467336683417
-0.378645205552236,-0.826971395596887,0.0864895675185329,0.698492462311558
-0.291265241694859,-0.833551273494032,0.0652190693442,0.703517587939699
-0.204672292187286,-0.837282369376029,0.0436799665558837,0.708542713567839
-0.119141173715489,-0.838170682817763,0.0219484385623515,0.71356783919598
-0.0349375766616093,-0.836232322966579,0.000101379408147159,0.718592964824121
0.0476826627509445,-0.831493368928211,-0.0217839080889704,0.723618090452261
0.128474241348688,-0.823989694100027,-0.0436300181059165,0.728643216080402
0.207203017555374,-0.813766755478223,-0.0653597462309358,0.733668341708543
0.283646588422217,-0.800879349089561,-0.0868963912913405,0.738693467336683
0.35759481417436,-0.785391332816293,-0.108164053378316,0.743718592964824
0.428850289512858,-0.767375317994481,-0.129087926883266,0.748743718592965
0.497228761115661,-0.746912331270897,-0.149594587393179,0.753768844221106
0.562559490983016,-0.724091448301485,-0.169612271329822,0.758793969849246
0.624685565471809,-0.699009400964931,-0.189071147259135,0.763819095477387
0.683464150058653,-0.671770159847754,-0.20790357784254,0.768844221105528
0.738766690062709,-0.642484493832481,-0.226044371450985,0.773869346733668
0.790479057745569,-0.611269508687477,-0.243431022515057,0.778894472361809
0.838501646386345,-0.578248166615948,-0.260003939740084,0.78391959798995
0.882749412105094,-0.543548788772211,-0.275706661373721,0.78894472361809
0.923151864376217,-0.507304542795534,-0.290486056774605,0.793969849246231
0.959653006334983,-0.469652917445665,-0.304292513594123,0.798994974874372
0.992211226134621,-0.430735186449418,-0.317080109948762,0.804020100502513
1.02079914075786,-0.390695863684599,-0.328806771027739,0.809045226130653
1.04540339382515,-0.349682151836028,-0.339434409649178,0.814070351758794
1.06602440907175,-0.307843386658506,-0.348929050347884,0.819095477386935
1.08267610128706,-0.265330478973574,-0.357260936648311,0.824120603015075
1.09538554662182,-0.222295356510718,-0.364404621247443,0.829145728643216
1.1041926142719,-0.178890407679659,-0.370339038903646,0.834170854271357
1.10914956164094,-0.135267929328649,-0.375047561898834,0.839195979899497
1.1103205951686,-0.0915795805043863,-0.378518038012254,0.844221105527638
1.10778139908552,-0.0479758441828513,-0.380742811014471,0.849246231155779
1.10161863442132,-0.00460549888682909,-0.381718723759616,0.85427135678392
1.09192941064706,0.038384897954048,-0.381447104022134,0.85929648241206
1.07882073237946,0.0808515131113404,-0.379933733291153,0.864321608040201
1.06240892360992,0.122653725416857,-0.377188798800697,0.869346733668342
1.04281903194826,0.163654596733649,-0.373226829137216,0.874371859296482
1.02018421538779,0.203721324483118,-0.368066613826976,0.879396984924623
0.99464511410635,0.242725674260478,-0.361731107364595,0.884422110552764
0.966349209816486,0.280544391163404,-0.354247318200149,0.889447236180904
0.935450175167918,0.317059588555246,-0.34564618325572,0.894472361809045
0.902107215686254,0.35215911308442,-0.335962428592716,0.899497487437186
0.866484406704812,0.38573688488498,-0.325234416898707,0.904522613065327
0.828750027710863,0.417693211989461,-0.313503982506683,0.909547738693467
0.789075896484329,0.447935078093535,-0.30081625470045,0.914572864321608
0.747636705356163,0.476376402922289,-0.287219470097186,0.919597989949749
0.704609361855695,0.502938274559586,-0.272764774931919,0.924623115577889
0.660172335951465,0.527549153214627,-0.257506018098777,0.92964824120603
0.614505016018895,0.550145046012964,-0.241499535830178,0.934673366834171
0.567787075590977,0.57066965251242,-0.224803928917682,0.939698492462312
0.520197852865347,0.589074480757246,-0.207479833396982,0.944723618090452
0.471915744853137,0.605318933795938,-0.189589685634331,0.949748743718593
0.42311761796223,0.619370366698967,-0.171197482762793,0.954773869346734
0.373978236710509,0.631204114222001,-0.15236853942387,0.959798994974874
0.3246697121637,0.640803489367442,-0.133169241773405,0.964824120603015
0.275360971588041,0.648159753202009,-0.113666799710306,0.969849246231156
0.226217250700654,0.653272056390258,-0.0939289982824635,0.974874371859296
0.177399609790529,0.656147353002987,-0.0740239492164586,0.979899497487437
0.12906447487113,0.656800287255118,-0.0540198435063318,0.984924623115578
0.0813632049119149,0.655253053919547,-0.0339847059817975,0.989949748743719
0.0344416860812943,0.651535233251332,-0.0139861527581124,0.994974874371859
-0.0115600461820727,0.645683601340105,0.00590884755168769,1
