x,y,coef1,coef2,coef3
0,0,-0.209202716408521,0.528950255724796,0.0316058474809376
0.0144927536231884,0,-0.207349915712583,0.52055245744563,0.0224339283041686
0.0289855072463768,0,-0.205518797981227,0.512241787754658,0.0135043591960849
0.0434782608695652,0,-0.203709336209755,0.504022426794974,0.00481112082298124
0.0579710144927536,0,-0.201921445263131,0.49589822639968,-0.00365193045335553
0.072463768115942,0,-0.200155018405344,0.487872704814042,-0.0118910069367541
0.0869565217391304,0,-0.198409901438158,0.479949061475846,-0.0199123738659022
0.101449275362319,0,-0.196685922471364,0.472130167226056,-0.0277223149392953
0.115942028985507,0,-0.194982868541759,0.46441857668972,-0.0353271131061669
0.130434782608696,0,-0.193300518433836,0.456816542382917,-0.0427330043283941
0.144927536231884,0,-0.191638614684057,0.449325997485353,-0.0499461754586398
0.159420289855072,0,-0.189996887522642,0.441948584866224,-0.0569727222300313
0.173913043478261,0,-0.188375059536223,0.43468566069458,-0.0638186410988572
0.188405797101449,0,-0.186772822767862,0.427538289187629,-0.0704898003977221
0.202898550724638,0,-0.185189870233303,0.420507270243199,-0.0769919188072645
0.217391304347826,0,-0.183625895901429,0.413593140446537,-0.0833305626833632
0.231884057971014,0,-0.182080571557268,0.406796184973386,-0.0895111230108944
0.246376811594203,0,-0.180553573944982,0.400116447066384,-0.09553879967427
0.260869565217391,0,-0.179044585130365,0.39355374316472,-0.101418593274591
0.27536231884058,0,-0.17755327634194,0.387107676033059,-0.107155291573894
0.289855072463768,0,-0.176079331142155,0.380777638077972,-0.112753483053804
0.304347826086957,0,-0.174622432893656,0.374562831099629,-0.118217520397844
0.318840579710145,0,-0.17318227817088,0.36846228701761,-0.123551544166603
0.333333333333333,0,-0.171758556386531,0.362474866937584,-0.128759464508352
0.347826086956522,0,-0.170350977379481,0.356599276286671,-0.133844966265524
0.36231884057971,0,-0.168959264702115,0.350834093372883,-0.138811513476664
0.376811594202899,0,-0.167583139427961,0.345177764097771,-0.143662352609192
0.391304347826087,0,-0.166222338862359,0.339628622373175,-0.148400514310184
0.405797101449275,0,-0.164876610140445,0.334184910670077,-0.153028823180101
0.420289855072464,0,-0.163545718555182,0.328844785453019,-0.157549905082803
0.434782608695652,0,-0.162229429107929,0.32360632903285,-0.161966192658187
0.449275362318841,0,-0.160927531559857,0.318467570408572,-0.166279941670865
0.463768115942029,0,-0.159639804918083,0.313426486810636,-0.170493239889284
0.478260869565217,0,-0.158366072244277,0.308481032810716,-0.174608016190992
0.492753623188406,0,-0.157106137498927,0.303629131704667,-0.178626063267189
0.507246376811594,0,-0.155859830037523,0.298868708072448,-0.182549041289629
0.521739130434783,0,-0.154626978748685,0.294197675214089,-0.186378497645038
0.536231884057971,0,-0.153407428568554,0.289613973154367,-0.190115879138806
0.550724637681159,0,-0.152201023896911,0.285115549319946,-0.193762550551825
0.565217391304348,0,-0.151007629743902,0.280700400102404,-0.197319812771137
0.579710144927536,0,-0.149827090531119,0.276366550074613,-0.200788912279435
0.594202898550725,0,-0.148659270185426,0.272112076090682,-0.204171056989213
0.608695652173913,0,-0.147504041414201,0.267935120388298,-0.20746743683726
0.623188405797101,0,-0.146361265794382,0.263833885163544,-0.210679238546437
0.63768115942029,0,-0.145230799877682,0.259806633600918,-0.21380765322665
0.652173913043478,0,-0.144112517172649,0.255851723327101,-0.216853903177798
0.666666666666667,0,-0.143006267718896,0.251967582949446,-0.219819236882348
0.681159420289855,0,-0.141911918558183,0.24815273269827,-0.222704971100114
0.695652173913043,0,-0.140829299160306,0.244405779230545,-0.225512478146855
0.710144927536232,0,-0.139758262218136,0.240725424613969,-0.228243197594038
0.72463768115942,0,-0.138698631480889,0.237110466610542,-0.230898663313788
0.739130434782609,0,-0.137650234669051,0.233559801776978,-0.233480507807468
0.753623188405797,0,-0.136612872271914,0.230072423580592,-0.235990456051857
0.768115942028985,0,-0.135586347495225,0.226647428142786,-0.238430354419493
0.782608695652174,0,-0.134570434284639,0.223284000675872,-0.240802161728911
0.797101449275362,0,-0.133564903454649,0.219981435859372,-0.243107955562724
0.811594202898551,0,-0.132569503250276,0.216739117725302,-0.245349947180873
0.826086956521739,0,-0.131583967550979,0.213556525189476,-0.247530467909187
0.840579710144927,0,-0.130608008376797,0.210433230348007,-0.249651979429044
0.855072463768116,0,-0.129641320503667,0.207368891647789,-0.251717075764302
0.869565217391304,0,-0.128683586296641,0.204363257158369,-0.253728472117266
0.884057971014493,0,-0.127734460565243,0.201416142905573,-0.255689010257486
0.898550724637681,0,-0.126793577477033,0.198527457814875,-0.257601650298668
0.91304347826087,0,-0.125860558134241,0.195697169107192,-0.259469470232762
0.927536231884058,0,-0.124934993867449,0.192925311480583,-0.261295644694609
0.942028985507246,0,-0.124016469915469,0.190211982412894,-0.263083460398683
0.956521739130435,0,-0.123104533200619,0.187557331034495,-0.264836284221808
0.971014492753623,0,-0.122198726733729,0.184961554828534,-0.266557566207321
0.985507246376812,0,-0.121298565499637,0.182424885225031,-0.268250829153965
1,0,-0.120403546097348,0.17994759929384,-0.269919646041385
0,0.0144927536231884,-0.211658409896416,0.514954488570916,0.0564092114564939
0.0144927536231884,0.0144927536231884,-0.209767894355066,0.506782010442926,0.046711439739049
0.0289855072463768,0.0144927536231884,-0.207899548959107,0.498694515467444,0.0372627742936296
0.0434782608695652,0.0144927536231884,-0.206053343599053,0.490696063614609,0.0280573958542131
0.0579710144927536,0.0144927536231884,-0.20422921167524,0.482790392720595,0.0190893550907116
0.072463768115942,0.0144927536231884,-0.202427045322448,0.474980922504856,0.0103525994952388
0.0869565217391304,0.0144927536231884,-0.200646704960924,0.467270746685587,0.00184101745360883
0.101449275362319,0.0144927536231884,-0.198888009276683,0.45966265122226,-0.00645154982377096
0.115942028985507,0.0144927536231884,-0.197150765865169,0.452159112262898,-0.0145312598053245
0.130434782608696,0.0144927536231884,-0.195434739385383,0.444762296543002,-0.0224042638353093
0.144927536231884,0.0144927536231884,-0.193739681307616,0.437474082076734,-0.0300766596199954
0.159420289855072,0.0144927536231884,-0.192065324938825,0.430296050776456,-0.0375544844380394
0.173913043478261,0.0144927536231884,-0.190411377521249,0.423229496733268,-0.0448436828770057
0.188405797101449,0.0144927536231884,-0.188777553890653,0.416275458325923,-0.0519500835577556
0.202898550724638,0.0144927536231884,-0.18716353651402,0.409434685090044,-0.0588793964415363
0.217391304347826,0.0144927536231884,-0.185569003161649,0.402707685177139,-0.0656371750099738
0.231884057971014,0.0144927536231884,-0.183993642740049,0.39609471956543,-0.0722288169800005
0.246376811594203,0.0144927536231884,-0.182437112436853,0.389595818255405,-0.0786595410151515
